# Generate Mapping Tables Script: Version 4 11:05 on 02(MM)14(DD)2014(YYYY)
# Image/GenBank Handler Script: Version 2 11:05 on 02(MM)14(DD)2014(YYYY)
# Clone ID to GenBank   lookuptable: IMAGECLONE_UCSC_HG19
# GenBank  to Unigene   lookuptable: GB_TO_UG
# Unigene to EntrezGene lookuptable: UG_TO_ENTREZGENE
# Contig ID to Ensembl Lookuptable: PHRAP_CONTIGS 
affy_hg_u133_plus_2|204614_at|204614_at	unigene|Hs.514913|Hs.514913	hgnc_symbol|SERPINB2|SERPINB2
affy_hg_u133_plus_2|231895_at|231895_at	unigene|Hs.145497|Hs.145497	hgnc_symbol|DKFZp761A078|DKFZp761A078
affy_hg_u133_plus_2|210654_at|210654_at	unigene|Hs.213467|Hs.213467	hgnc_symbol|TNFRSF10D|TNFRSF10D
affy_hg_u133_plus_2|217317_s_at|217317_s_at	unigene|Hs.546642|Hs.546642	hgnc_symbol|LOC283755 /// MN7 /// MGC57820|LOC283755 /// MN7 /// MGC57820
affy_hg_u133_plus_2|1552684_a_at|1552684_a_at	unigene|Hs.513002|Hs.513002	hgnc_symbol|SENP8|SENP8
affy_hg_u133_plus_2|202535_at|202535_at	unigene|Hs.86131|Hs.86131	hgnc_symbol|FADD|FADD
affy_hg_u133_plus_2|206882_at|206882_at	unigene|Hs.515217|Hs.515217	hgnc_symbol|SLC1A6|SLC1A6
affy_hg_u133_plus_2|210985_s_at|210985_s_at	unigene|Hs.369056|Hs.369056	hgnc_symbol|SP100|SP100
affy_hg_u133_plus_2|204364_s_at|204364_s_at	unigene|Hs.368884|Hs.368884	hgnc_symbol|C2orf23|C2orf23
affy_hg_u133_plus_2|219799_s_at|219799_s_at	unigene|Hs.179608|Hs.179608	hgnc_symbol|DHRS9|DHRS9
affy_hg_u133_plus_2|218304_s_at|218304_s_at	unigene|Hs.477440|Hs.477440	hgnc_symbol|OSBPL11|OSBPL11
affy_hg_u133_plus_2|212145_at|212145_at	unigene|Hs.482491|Hs.482491	hgnc_symbol|MRPS27|MRPS27
affy_hg_u133_plus_2|225936_at|225936_at	unigene|Hs.18949|Hs.18949	hgnc_symbol|CRI2|CRI2
affy_hg_u133_plus_2|204899_s_at|204899_s_at	unigene|Hs.413835|Hs.413835	hgnc_symbol|SAP30|SAP30
affy_hg_u133_plus_2|218130_at|218130_at	unigene|Hs.163113|Hs.163113	hgnc_symbol|MGC4368|MGC4368
affy_hg_u133_plus_2|224247_s_at|224247_s_at	unigene|Hs.380887|Hs.380887	hgnc_symbol|MRPS10|MRPS10
affy_hg_u133_plus_2|223223_at|223223_at	unigene|Hs.275736|Hs.275736	hgnc_symbol|ARV1|ARV1
affy_hg_u133_plus_2|222663_at|222663_at	unigene|Hs.27021|Hs.27021	hgnc_symbol|RIOK2|RIOK2
affy_hg_u133_plus_2|214880_x_at|214880_x_at	unigene|Hs.490203|Hs.490203	hgnc_symbol|CALD1|CALD1
affy_hg_u133_plus_2|212830_at|212830_at	unigene|Hs.494977|Hs.494977	hgnc_symbol|EGFL5|EGFL5
affy_hg_u133_plus_2|225306_s_at|225306_s_at	unigene|Hs.497598|Hs.497598	hgnc_symbol|SLC25A29|SLC25A29
affy_hg_u133_plus_2|202609_at|202609_at	unigene|Hs.26139|Hs.26139	hgnc_symbol|EPS8|EPS8
affy_hg_u133_plus_2|215740_at|215740_at	unigene|Hs.490789|Hs.490789	hgnc_symbol|PTPRN2|PTPRN2
affy_hg_u133_plus_2|225350_s_at|225350_s_at	unigene|Hs.476280|Hs.476280	hgnc_symbol|FLJ13456|FLJ13456
affy_hg_u133_plus_2|216846_at|216846_at	unigene|Hs.449569|Hs.449569	hgnc_symbol|IGLJ3 /// IGLC2|IGLJ3 /// IGLC2
affy_hg_u133_plus_2|223594_at|223594_at	unigene|Hs.444668|Hs.444668	hgnc_symbol|DKFZp434K2435|DKFZp434K2435
affy_hg_u133_plus_2|223711_s_at|223711_s_at	unigene|Hs.13645|Hs.13645	hgnc_symbol|THY28|THY28
affy_hg_u133_plus_2|225327_at|225327_at	unigene|Hs.152385|Hs.152385	hgnc_symbol|FLJ10980|FLJ10980
affy_hg_u133_plus_2|218174_s_at|218174_s_at	unigene|Hs.169982|Hs.169982	hgnc_symbol|C10orf57|C10orf57
affy_hg_u133_plus_2|216693_x_at|216693_x_at	unigene|Hs.513954|Hs.513954	hgnc_symbol|HDGFRP3|HDGFRP3
affy_hg_u133_plus_2|240339_at|240339_at	unigene|Hs.150895|Hs.150895	hgnc_symbol|CNNM3|CNNM3
affy_hg_u133_plus_2|219622_at|219622_at	unigene|Hs.508720|Hs.508720	hgnc_symbol|RAB20|RAB20
affy_hg_u133_plus_2|227065_at|227065_at	unigene|Hs.487458|Hs.487458	hgnc_symbol|TRIAD3|TRIAD3
affy_hg_u133_plus_2|202441_at|202441_at	unigene|Hs.150087|Hs.150087	hgnc_symbol|SPFH1|SPFH1
affy_hg_u133_plus_2|226446_at|226446_at	unigene|Hs.42949|Hs.42949	hgnc_symbol|HES6|HES6
affy_hg_u133_plus_2|204003_s_at|204003_s_at	unigene|Hs.408241|Hs.408241	hgnc_symbol|NUPL2|NUPL2
affy_hg_u133_plus_2|202190_at|202190_at	unigene|Hs.172865|Hs.172865	hgnc_symbol|CSTF1|CSTF1
affy_hg_u133_plus_2|219109_at|219109_at	unigene|Hs.471316|Hs.471316	hgnc_symbol|SPAG16|SPAG16
affy_hg_u133_plus_2|227999_at|227999_at	unigene|Hs.527751|Hs.527751	hgnc_symbol|PWWP2|PWWP2
affy_hg_u133_plus_2|229989_at|229989_at	unigene|Hs.98711|Hs.98711	hgnc_symbol|LOC91893|LOC91893
affy_hg_u133_plus_2|213923_at|213923_at	unigene|Hs.98643|Hs.98643	hgnc_symbol|RAP2B|RAP2B
affy_hg_u133_plus_2|230323_s_at|230323_s_at	unigene|Hs.504301|Hs.504301	hgnc_symbol|TMEM45B|TMEM45B
affy_hg_u133_plus_2|225038_s_at|225038_s_at	unigene|Hs.274430|Hs.274430	hgnc_symbol|SURF6|SURF6
affy_hg_u133_plus_2|209362_at|209362_at	unigene|Hs.286145|Hs.286145	hgnc_symbol|SURB7|SURB7
affy_hg_u133_plus_2|221637_s_at|221637_s_at	unigene|Hs.9061|Hs.9061	hgnc_symbol|MGC2477|MGC2477
affy_hg_u133_plus_2|221763_at|221763_at	unigene|Hs.413416|Hs.413416	hgnc_symbol|JMJD1C|JMJD1C
affy_hg_u133_plus_2|207035_at|207035_at	unigene|Hs.467981|Hs.467981	hgnc_symbol|SLC30A3|SLC30A3
affy_hg_u133_plus_2|44790_s_at|44790_s_at	unigene|Hs.98117|Hs.98117	hgnc_symbol|C13orf18|C13orf18
affy_hg_u133_plus_2|221229_s_at|221229_s_at	unigene|Hs.468026|Hs.468026	hgnc_symbol|FLJ20628|FLJ20628
affy_hg_u133_plus_2|211705_s_at|211705_s_at	unigene|Hs.38621|Hs.38621	hgnc_symbol|SORBS1|SORBS1
affy_hg_u133_plus_2|225255_at|225255_at	unigene|Hs.433439|Hs.433439	hgnc_symbol|MRPL35|MRPL35
affy_hg_u133_plus_2|216270_at|216270_at	unigene|Hs.78880|Hs.78880	hgnc_symbol|ILVBL|ILVBL
affy_hg_u133_plus_2|203188_at|203188_at	unigene|Hs.8526|Hs.8526	hgnc_symbol|B3GNT6|B3GNT6
affy_hg_u133_plus_2|1554774_at|1554774_at	unigene|Hs.476972|Hs.476972	hgnc_symbol|MINA|MINA
affy_hg_u133_plus_2|218783_at|218783_at	unigene|Hs.369285|Hs.369285	hgnc_symbol|DKFZP434B168|DKFZP434B168
affy_hg_u133_plus_2|210411_s_at|210411_s_at	unigene|Hs.445066|Hs.445066	hgnc_symbol|GRIN2B|GRIN2B
affy_hg_u133_plus_2|219311_at|219311_at	unigene|Hs.236940|Hs.236940	hgnc_symbol|C18orf9|C18orf9
affy_hg_u133_plus_2|220195_at|220195_at	unigene|Hs.458312|Hs.458312	hgnc_symbol|MBD5|MBD5
affy_hg_u133_plus_2|228061_at|228061_at	unigene|Hs.232296|Hs.232296	hgnc_symbol|LOC90693|LOC90693
affy_hg_u133_plus_2|213609_s_at|213609_s_at	unigene|Hs.194766|Hs.194766	hgnc_symbol|SEZ6L|SEZ6L
affy_hg_u133_plus_2|227980_at|227980_at	unigene|Hs.530271|Hs.530271	hgnc_symbol|HCG12|HCG12
affy_hg_u133_plus_2|202946_s_at|202946_s_at	unigene|Hs.244590|Hs.244590	hgnc_symbol|BTBD3|BTBD3
affy_hg_u133_plus_2|218970_s_at|218970_s_at	unigene|Hs.16606|Hs.16606	hgnc_symbol|CUTC|CUTC
affy_hg_u133_plus_2|223751_x_at|223751_x_at	unigene|Hs.120551|Hs.120551	hgnc_symbol|TLR10|TLR10
affy_hg_u133_plus_2|234979_at|234979_at	unigene|Hs.142736|Hs.142736	hgnc_symbol|LOC144233|LOC144233
affy_hg_u133_plus_2|212758_s_at|212758_s_at	unigene|Hs.124503|Hs.124503	hgnc_symbol|TCF8|TCF8
affy_hg_u133_plus_2|223535_at|223535_at	unigene|Hs.434289|Hs.434289	hgnc_symbol|NUDT12|NUDT12
affy_hg_u133_plus_2|226484_at|226484_at	unigene|Hs.409561|Hs.409561	hgnc_symbol|ZNF651|ZNF651
affy_hg_u133_plus_2|219166_at|219166_at	unigene|Hs.231761|Hs.231761	hgnc_symbol|C14orf104|C14orf104
affy_hg_u133_plus_2|209274_s_at|209274_s_at	unigene|Hs.449291|Hs.449291	hgnc_symbol|HBLD2|HBLD2
affy_hg_u133_plus_2|226820_at|226820_at	unigene|Hs.524248|Hs.524248	hgnc_symbol|FLJ25476|FLJ25476
affy_hg_u133_plus_2|227572_at|227572_at	unigene|Hs.486434|Hs.486434	hgnc_symbol|USP30|USP30
affy_hg_u133_plus_2|204336_s_at|204336_s_at	unigene|Hs.422336|Hs.422336	hgnc_symbol|RGS19|RGS19
affy_hg_u133_plus_2|1552497_a_at|1552497_a_at	unigene|Hs.492348|Hs.492348	hgnc_symbol|SLAMF6|SLAMF6
affy_hg_u133_plus_2|223804_s_at|223804_s_at	unigene|Hs.443081|Hs.443081	hgnc_symbol|THUMPD3|THUMPD3
affy_hg_u133_plus_2|203846_at|203846_at	unigene|Hs.209217|Hs.209217	hgnc_symbol|TRIM32|TRIM32
affy_hg_u133_plus_2|1552691_at|1552691_at	unigene|Hs.202605|Hs.202605	hgnc_symbol|ARL11|ARL11
affy_hg_u133_plus_2|1562581_at|1562581_at	hgnc_symbol|LOC254028|LOC254028
affy_hg_u133_plus_2|1554333_at|1554333_at	unigene|Hs.513053|Hs.513053	hgnc_symbol|DNAJA4|DNAJA4
affy_hg_u133_plus_2|224060_s_at|224060_s_at	unigene|Hs.440776|Hs.440776	hgnc_symbol|CGI-30|CGI-30
affy_hg_u133_plus_2|1554193_s_at|1554193_s_at	unigene|Hs.533323|Hs.533323	hgnc_symbol|MANEA|MANEA
affy_hg_u133_plus_2|226386_at|226386_at	unigene|Hs.87385|Hs.87385	hgnc_symbol|C7orf30|C7orf30
affy_hg_u133_plus_2|235435_at|235435_at	unigene|Hs.104347|Hs.104347	hgnc_symbol|AASDH|AASDH
affy_hg_u133_plus_2|221803_s_at|221803_s_at	unigene|Hs.449628|Hs.449628	hgnc_symbol|NRBF2|NRBF2
affy_hg_u133_plus_2|210493_s_at|210493_s_at	unigene|Hs.178121|Hs.178121	hgnc_symbol|MFAP3L|MFAP3L
affy_hg_u133_plus_2|227948_at|227948_at	unigene|Hs.117835|Hs.117835	hgnc_symbol|FGD4|FGD4
affy_hg_u133_plus_2|226944_at|226944_at	unigene|Hs.479119|Hs.479119	hgnc_symbol|HTRA3|HTRA3
affy_hg_u133_plus_2|226383_at|226383_at	unigene|Hs.502208|Hs.502208	hgnc_symbol|FLJ38968|FLJ38968
affy_hg_u133_plus_2|223285_s_at|223285_s_at	unigene|Hs.3972|Hs.3972	hgnc_symbol|ST6GALNAC4|ST6GALNAC4
affy_hg_u133_plus_2|215739_s_at|215739_s_at	unigene|Hs.224152|Hs.224152	hgnc_symbol|TUBGCP3|TUBGCP3
affy_hg_u133_plus_2|222511_x_at|222511_x_at	unigene|Hs.530402|Hs.530402	hgnc_symbol|FAF1|FAF1
affy_hg_u133_plus_2|218414_s_at|218414_s_at	unigene|Hs.460107|Hs.460107	hgnc_symbol|NDE1|NDE1
affy_hg_u133_plus_2|219062_s_at|219062_s_at	unigene|Hs.114191|Hs.114191	hgnc_symbol|ZCCHC2|ZCCHC2
affy_hg_u133_plus_2|238907_at|238907_at	unigene|Hs.289319|Hs.289319	hgnc_symbol|LOC284323|LOC284323
affy_hg_u133_plus_2|210138_at|210138_at	unigene|Hs.368733|Hs.368733	hgnc_symbol|RGS20|RGS20
affy_hg_u133_plus_2|218147_s_at|218147_s_at	unigene|Hs.297304|Hs.297304	hgnc_symbol|GLT8D1|GLT8D1
affy_hg_u133_plus_2|225109_at|225109_at	unigene|Hs.231883|Hs.231883	hgnc_symbol|FLJ10826|FLJ10826
affy_hg_u133_plus_2|206666_at|206666_at	unigene|Hs.277937|Hs.277937	hgnc_symbol|GZMK|GZMK
affy_hg_u133_plus_2|208848_at|208848_at	unigene|Hs.78989|Hs.78989	hgnc_symbol|ADH5|ADH5
affy_hg_u133_plus_2|1560776_at|1560776_at	unigene|Hs.528884|Hs.528884	hgnc_symbol|LOC201158|LOC201158
affy_hg_u133_plus_2|202170_s_at|202170_s_at	unigene|Hs.524009|Hs.524009	hgnc_symbol|AASDHPPT|AASDHPPT
affy_hg_u133_plus_2|1552588_a_at|1552588_a_at	unigene|Hs.246284|Hs.246284	hgnc_symbol|FLJ35802|FLJ35802
affy_hg_u133_plus_2|205107_s_at|205107_s_at	unigene|Hs.449913|Hs.449913	hgnc_symbol|EFNA4|EFNA4
affy_hg_u133_plus_2|225689_at|225689_at	unigene|Hs.12313|Hs.12313	hgnc_symbol|FLJ14566|FLJ14566
affy_hg_u133_plus_2|233255_s_at|233255_s_at	unigene|Hs.288809|Hs.288809	hgnc_symbol|BIVM|BIVM
affy_hg_u133_plus_2|211386_at|211386_at	hgnc_symbol|MGC12488|MGC12488
affy_hg_u133_plus_2|224326_s_at|224326_s_at	unigene|Hs.335808|Hs.335808	hgnc_symbol|PCGF6|PCGF6
affy_hg_u133_plus_2|237674_at|237674_at	unigene|Hs.389438|Hs.389438	hgnc_symbol|KIAA0590|KIAA0590
affy_hg_u133_plus_2|211919_s_at|211919_s_at	unigene|Hs.421986|Hs.421986	hgnc_symbol|CXCR4|CXCR4
affy_hg_u133_plus_2|222130_s_at|222130_s_at	unigene|Hs.279877|Hs.279877	hgnc_symbol|FTSJ2|FTSJ2
affy_hg_u133_plus_2|1570106_at|1570106_at	unigene|Hs.368353|Hs.368353	hgnc_symbol|FLJ32001|FLJ32001
affy_hg_u133_plus_2|226007_at|226007_at	unigene|Hs.291079|Hs.291079	hgnc_symbol|HBLD1|HBLD1
affy_hg_u133_plus_2|242088_at|242088_at	unigene|Hs.407709|Hs.407709	hgnc_symbol|DRE1|DRE1
affy_hg_u133_plus_2|213019_at|213019_at	unigene|Hs.167496|Hs.167496	hgnc_symbol|RANBP6|RANBP6
affy_hg_u133_plus_2|213063_at|213063_at	unigene|Hs.410913|Hs.410913	hgnc_symbol|FLJ11806|FLJ11806
affy_hg_u133_plus_2|229285_at|229285_at	unigene|Hs.518545|Hs.518545	hgnc_symbol|RNASEL|RNASEL
affy_hg_u133_plus_2|229238_at|229238_at	unigene|Hs.499607|Hs.499607	hgnc_symbol|LOC400566|LOC400566
affy_hg_u133_plus_2|226143_at|226143_at	unigene|Hs.462375|Hs.462375	hgnc_symbol|RAI1|RAI1
affy_hg_u133_plus_2|243358_at|243358_at	hgnc_symbol|MGC18216|MGC18216
affy_hg_u133_plus_2|205062_x_at|205062_x_at	unigene|Hs.161000|Hs.161000	hgnc_symbol|ARID4A|ARID4A
affy_hg_u133_plus_2|227814_at|227814_at	unigene|Hs.385865|Hs.385865	hgnc_symbol|WDR53|WDR53
affy_hg_u133_plus_2|235840_at|235840_at	unigene|Hs.485004|Hs.485004	hgnc_symbol|ZNF306|ZNF306
affy_hg_u133_plus_2|225884_s_at|225884_s_at	unigene|Hs.28921|Hs.28921	hgnc_symbol|ZNF336|ZNF336
affy_hg_u133_plus_2|204759_at|204759_at	unigene|Hs.25447|Hs.25447	hgnc_symbol|CHC1L|CHC1L
affy_hg_u133_plus_2|206211_at|206211_at	unigene|Hs.89546|Hs.89546	hgnc_symbol|SELE|SELE
affy_hg_u133_plus_2|32723_at|32723_at	unigene|Hs.172865|Hs.172865	hgnc_symbol|CSTF1|CSTF1
affy_hg_u133_plus_2|53076_at|53076_at	unigene|Hs.455109|Hs.455109	hgnc_symbol|B4GALT7|B4GALT7
affy_hg_u133_plus_2|1559042_at|1559042_at	unigene|Hs.493668|Hs.493668	hgnc_symbol|NDUFB6|NDUFB6
affy_hg_u133_plus_2|209141_at|209141_at	unigene|Hs.462035|Hs.462035	hgnc_symbol|UBE2G1|UBE2G1
affy_hg_u133_plus_2|212389_at|212389_at	unigene|Hs.280202|Hs.280202	hgnc_symbol|SBF1|SBF1
affy_hg_u133_plus_2|236570_at|236570_at	unigene|Hs.370303|Hs.370303	hgnc_symbol|ZNF366|ZNF366
affy_hg_u133_plus_2|212615_at|212615_at	unigene|Hs.530936|Hs.530936	hgnc_symbol|CHD9|CHD9
affy_hg_u133_plus_2|207794_at|207794_at	unigene|Hs.511794|Hs.511794	hgnc_symbol|CCR2|CCR2
affy_hg_u133_plus_2|212399_s_at|212399_s_at	unigene|Hs.373959|Hs.373959	hgnc_symbol|VGLL4|VGLL4
affy_hg_u133_plus_2|219088_s_at|219088_s_at	unigene|Hs.11110|Hs.11110	hgnc_symbol|ZNF576|ZNF576
affy_hg_u133_plus_2|237721_s_at|237721_s_at	unigene|Hs.127735|Hs.127735	hgnc_symbol|ASB4|ASB4
affy_hg_u133_plus_2|219263_at|219263_at	unigene|Hs.496542|Hs.496542	hgnc_symbol|RNF128|RNF128
affy_hg_u133_plus_2|225391_at|225391_at	unigene|Hs.6815|Hs.6815	hgnc_symbol|LOC93622|LOC93622
affy_hg_u133_plus_2|218979_at|218979_at	unigene|Hs.284137|Hs.284137	hgnc_symbol|C9orf76|C9orf76
affy_hg_u133_plus_2|1556558_s_at|1556558_s_at	unigene|Hs.535698|Hs.535698	hgnc_symbol|FLJ36665|FLJ36665
affy_hg_u133_plus_2|209441_at|209441_at	unigene|Hs.372688|Hs.372688	hgnc_symbol|RHOBTB2|RHOBTB2
affy_hg_u133_plus_2|201008_s_at|201008_s_at	unigene|Hs.533977|Hs.533977	hgnc_symbol|TXNIP|TXNIP
affy_hg_u133_plus_2|225890_at|225890_at	unigene|Hs.320823|Hs.320823	hgnc_symbol|C20orf72|C20orf72
affy_hg_u133_plus_2|231850_x_at|231850_x_at	unigene|Hs.29798|Hs.29798	hgnc_symbol|KIAA1712|KIAA1712
affy_hg_u133_plus_2|205233_s_at|205233_s_at	unigene|Hs.477083|Hs.477083	hgnc_symbol|PAFAH2|PAFAH2
affy_hg_u133_plus_2|219608_s_at|219608_s_at	unigene|Hs.483772|Hs.483772	hgnc_symbol|FBXO38|FBXO38
affy_hg_u133_plus_2|225040_s_at|225040_s_at	unigene|Hs.282260|Hs.282260	hgnc_symbol|RPE|RPE
affy_hg_u133_plus_2|229043_at|229043_at	unigene|Hs.514342|Hs.514342	hgnc_symbol|PAPD5|PAPD5
affy_hg_u133_plus_2|1559584_a_at|1559584_a_at	unigene|Hs.331095|Hs.331095	hgnc_symbol|FLJ35681|FLJ35681
affy_hg_u133_plus_2|229794_at|229794_at	unigene|Hs.390568|Hs.390568	hgnc_symbol|ZNF585A|ZNF585A
affy_hg_u133_plus_2|1554102_a_at|1554102_a_at	unigene|Hs.190983|Hs.190983	hgnc_symbol|FLJ14624|FLJ14624
affy_hg_u133_plus_2|1568971_at|1568971_at	unigene|Hs.509499|Hs.509499	hgnc_symbol|C14orf135|C14orf135
affy_hg_u133_plus_2|205252_at|205252_at	unigene|Hs.155204|Hs.155204	hgnc_symbol|ZNF174|ZNF174
affy_hg_u133_plus_2|201287_s_at|201287_s_at	unigene|Hs.224607|Hs.224607	hgnc_symbol|SDC1|SDC1
affy_hg_u133_plus_2|229742_at|229742_at	unigene|Hs.438385|Hs.438385	hgnc_symbol|LOC145853|LOC145853
affy_hg_u133_plus_2|225004_at|225004_at	unigene|Hs.514211|Hs.514211	hgnc_symbol|MGC4251|MGC4251
affy_hg_u133_plus_2|225739_at|225739_at	unigene|Hs.406788|Hs.406788	hgnc_symbol|RAB11FIP4|RAB11FIP4
affy_hg_u133_plus_2|236915_at|236915_at	unigene|Hs.534112|Hs.534112	hgnc_symbol|LOC441054|LOC441054
affy_hg_u133_plus_2|202704_at|202704_at	unigene|Hs.531550|Hs.531550	hgnc_symbol|TOB1|TOB1
affy_hg_u133_plus_2|207705_s_at|207705_s_at	unigene|Hs.472347|Hs.472347	hgnc_symbol|KIAA0980|KIAA0980
affy_hg_u133_plus_2|1553960_at|1553960_at	unigene|Hs.472854|Hs.472854	hgnc_symbol|C20orf161|C20orf161
affy_hg_u133_plus_2|1554171_at|1554171_at	unigene|Hs.522684|Hs.522684	hgnc_symbol|ZNF261|ZNF261
affy_hg_u133_plus_2|227182_at|227182_at	unigene|Hs.88417|Hs.88417	hgnc_symbol|SUSD3|SUSD3
affy_hg_u133_plus_2|225623_at|225623_at	unigene|Hs.22452|Hs.22452	hgnc_symbol|KIAA1737|KIAA1737
affy_hg_u133_plus_2|228536_at|228536_at	unigene|Hs.29645|Hs.29645	hgnc_symbol|LOC90826|LOC90826
affy_hg_u133_plus_2|214560_at|214560_at	unigene|Hs.445466|Hs.445466	hgnc_symbol|FPRL2|FPRL2
affy_hg_u133_plus_2|226800_at|226800_at	unigene|Hs.269768|Hs.269768	hgnc_symbol|KIAA1799|KIAA1799
affy_hg_u133_plus_2|212798_s_at|212798_s_at	unigene|Hs.157378|Hs.157378	hgnc_symbol|ANKMY2|ANKMY2
affy_hg_u133_plus_2|218842_at|218842_at	unigene|Hs.437855|Hs.437855	hgnc_symbol|FLJ21908|FLJ21908
affy_hg_u133_plus_2|243899_at|243899_at	unigene|Hs.463264|Hs.463264	hgnc_symbol|LOC474170|LOC474170
affy_hg_u133_plus_2|218935_at|218935_at	unigene|Hs.368808|Hs.368808	hgnc_symbol|EHD3|EHD3
affy_hg_u133_plus_2|237989_at|237989_at	unigene|Hs.401316|Hs.401316	hgnc_symbol|IGFBP1|IGFBP1
affy_hg_u133_plus_2|223404_s_at|223404_s_at	unigene|Hs.107149|Hs.107149	hgnc_symbol|C1orf25|C1orf25
affy_hg_u133_plus_2|215700_x_at|215700_x_at	unigene|Hs.6132|Hs.6132	hgnc_symbol|CPNE6|CPNE6
affy_hg_u133_plus_2|1552705_at|1552705_at	unigene|Hs.132237|Hs.132237	hgnc_symbol|DUSP19|DUSP19
affy_hg_u133_plus_2|219008_at|219008_at	unigene|Hs.187823|Hs.187823	hgnc_symbol|FLJ21820|FLJ21820
affy_hg_u133_plus_2|1555033_a_at|1555033_a_at	unigene|Hs.527061|Hs.527061	hgnc_symbol|RGS12|RGS12
affy_hg_u133_plus_2|224492_s_at|224492_s_at	unigene|Hs.526665|Hs.526665	hgnc_symbol|ZNF627|ZNF627
affy_hg_u133_plus_2|223232_s_at|223232_s_at	unigene|Hs.18376|Hs.18376	hgnc_symbol|CGN|CGN
affy_hg_u133_plus_2|219289_at|219289_at	unigene|Hs.313917|Hs.313917	hgnc_symbol|FLJ20718|FLJ20718
affy_hg_u133_plus_2|238511_at|238511_at	unigene|Hs.458905|Hs.458905	hgnc_symbol|LOC440288|LOC440288
affy_hg_u133_plus_2|242714_at|242714_at	unigene|Hs.186486|Hs.186486	hgnc_symbol|MAP3K5|MAP3K5
affy_hg_u133_plus_2|225372_at|225372_at	unigene|Hs.310897|Hs.310897	hgnc_symbol|PP2135|PP2135
affy_hg_u133_plus_2|1555230_a_at|1555230_a_at	unigene|Hs.97044|Hs.97044	hgnc_symbol|KCNIP2|KCNIP2
affy_hg_u133_plus_2|223580_at|223580_at	unigene|Hs.479856|Hs.479856	hgnc_symbol|GRCC9|GRCC9
affy_hg_u133_plus_2|235970_at|235970_at	unigene|Hs.446201|Hs.446201	hgnc_symbol|MLR1|MLR1
affy_hg_u133_plus_2|219635_at|219635_at	unigene|Hs.287629|Hs.287629	hgnc_symbol|ZNF606|ZNF606
affy_hg_u133_plus_2|1555867_at|1555867_at	hgnc_symbol|LOC200169|LOC200169
affy_hg_u133_plus_2|223576_at|223576_at	unigene|Hs.486084|Hs.486084	hgnc_symbol|C6orf203|C6orf203
affy_hg_u133_plus_2|204809_at|204809_at	unigene|Hs.113823|Hs.113823	hgnc_symbol|CLPX|CLPX
affy_hg_u133_plus_2|218968_s_at|218968_s_at	unigene|Hs.473082|Hs.473082	hgnc_symbol|ZFP64|ZFP64
affy_hg_u133_plus_2|223283_s_at|223283_s_at	unigene|Hs.284217|Hs.284217	hgnc_symbol|SDCCAG33|SDCCAG33
affy_hg_u133_plus_2|220206_at|220206_at	unigene|Hs.471243|Hs.471243	hgnc_symbol|ZMYM1|ZMYM1
affy_hg_u133_plus_2|201280_s_at|201280_s_at	unigene|Hs.481980|Hs.481980	hgnc_symbol|DAB2|DAB2
affy_hg_u133_plus_2|233366_at|233366_at	unigene|Hs.165575|Hs.165575	hgnc_symbol|FBXO4|FBXO4
affy_hg_u133_plus_2|205542_at|205542_at	unigene|Hs.61635|Hs.61635	hgnc_symbol|STEAP|STEAP
affy_hg_u133_plus_2|240226_at|240226_at	unigene|Hs.443731|Hs.443731	hgnc_symbol|USP8|USP8
affy_hg_u133_plus_2|227726_at|227726_at	unigene|Hs.513804|Hs.513804	hgnc_symbol|RNF166|RNF166
affy_hg_u133_plus_2|229431_at|229431_at	unigene|Hs.24422|Hs.24422	hgnc_symbol|RFXAP|RFXAP
affy_hg_u133_plus_2|227112_at|227112_at	unigene|Hs.537122|Hs.537122	hgnc_symbol|OR6M1|OR6M1
affy_hg_u133_plus_2|207226_at|207226_at	unigene|Hs.534368|Hs.534368	hgnc_symbol|HIST1H2BN|HIST1H2BN
affy_hg_u133_plus_2|1558406_a_at|1558406_a_at	unigene|Hs.269591|Hs.269591	hgnc_symbol|SLAC2-B|SLAC2-B
affy_hg_u133_plus_2|219344_at|219344_at	unigene|Hs.438419|Hs.438419	hgnc_symbol|SLC29A3|SLC29A3
affy_hg_u133_plus_2|218827_s_at|218827_s_at	unigene|Hs.100914|Hs.100914	hgnc_symbol|Cep192|Cep192
affy_hg_u133_plus_2|228460_at|228460_at	unigene|Hs.129268|Hs.129268	hgnc_symbol|ZNF319|ZNF319
affy_hg_u133_plus_2|219099_at|219099_at	unigene|Hs.504545|Hs.504545	hgnc_symbol|C12orf5|C12orf5
affy_hg_u133_plus_2|36030_at|36030_at	unigene|Hs.15243|Hs.15243	hgnc_symbol|HOM-TES-103|HOM-TES-103
affy_hg_u133_plus_2|216472_at|216472_at	unigene|Hs.160324|Hs.160324	hgnc_symbol|ITSN1|ITSN1
affy_hg_u133_plus_2|219355_at|219355_at	unigene|Hs.274267|Hs.274267	hgnc_symbol|FLJ10178|FLJ10178
affy_hg_u133_plus_2|222799_at|222799_at	unigene|Hs.371722|Hs.371722	hgnc_symbol|HSPC049|HSPC049
affy_hg_u133_plus_2|205140_at|205140_at	unigene|Hs.47122|Hs.47122	hgnc_symbol|FPGT|FPGT
affy_hg_u133_plus_2|204791_at|204791_at	unigene|Hs.108301|Hs.108301	hgnc_symbol|NR2C1|NR2C1
