Probe Set ID	Gene Symbol	Corrected p-value	Regulation ([PF] vs [SP])1	Regulation ([PF] vs [ST])1	Regulation ([SP] vs [ST])1
1559092_at	SLC9A5	0.01432805	up	up	down
210036_s_at	KCNH2	0.01432805	up	up	up
241529_at		0.01433005	down	up	up
218929_at	CDKN2AIP	0.01433561	down	down	up
204383_at	DGCR14	0.01433561	up	up	up
207373_at	HOXD10	0.01433977	down	down	up
217977_at	SEPX1	0.01433977	up	up	down
211776_s_at	EPB41L3	0.01433977	down	up	up
202237_at	NNMT	0.01433977	up	up	down
232521_at	PCSK7	0.01434117	up	down	down
230628_at	EP400	0.01434451	up	up	down
1560071_a_at		0.01435874	down	down	up
1556129_at	LOC642533	0.01436114	up	down	down
224297_s_at	SPTBN4	0.01436346	up	up	down
1557374_at	ABCC9	0.01436589	up	up	down
1558826_at	ZNF831	0.01436749	up	down	down
217928_s_at	SAPS3	0.01436832	down	down	down
203548_s_at	LPL	0.01437167	up	down	down
1569355_at	KCNIP3	0.01437167	up	up	up
235538_at		0.01437167	down	up	up
1557651_x_at	GALE	0.01437596	up	down	down
202841_x_at	OGFR	0.01437596	up	down	down
220023_at	APOB48R	0.01437992	up	up	down
203335_at	PHYH	0.01438057	down	down	down
1553821_at	C12orf51	0.01438562	up	down	down
228487_s_at		0.01439717	down	up	up
218289_s_at	UBA5	0.01440637	down	down	up
1561136_at	GYPE	0.0144093	down	up	up
232451_at		0.0144093	down	up	up
1569349_at	C11orf30	0.01441425	down	down	up
222703_s_at	YRDC	0.01441475	down	down	down
237151_s_at	hCG_17324	0.0144188	down	up	up
225809_at	DKFZP564O0823	0.01442542	up	up	down
239848_at		0.01442663	down	down	down
226555_at	INO80D	0.01442663	down	up	up
1568590_at	ARL3	0.01442791	up	down	down
233767_at	HHLA1	0.01442791	up	up	down
201437_s_at	EIF4E	0.01443532	down	down	up
238397_at		0.01443965	up	down	down
222826_at	PLDN	0.01443965	down	down	down
207124_s_at	GNB5	0.01443965	down	down	up
233564_s_at	CDADC1	0.01443965	down	up	up
220061_at	ACSM5	0.01443965	up	up	up
228581_at	KCNJ10	0.01444571	up	up	up
213041_s_at	ATP5D	0.01444792	up	down	down
212125_at	RANGAP1	0.01447376	up	down	down
239982_at		0.01448432	down	down	up
210807_s_at	SLC16A7	0.01449012	up	down	down
1553991_s_at	FLJ20674	0.01449012	down	down	up
1558279_a_at	KDSR	0.01449012	down	down	up
229883_at	GRIN2D	0.01449565	up	down	down
224280_s_at	FAM54B	0.0144986	down	up	up
205071_x_at	XRCC4	0.01450537	down	up	up
210793_s_at	NUP98	0.0145072	down	down	down
210311_at	FGF5	0.01450925	up	up	down
225296_at	ZNF317	0.01451237	down	down	down
204991_s_at	NF2	0.01451854	up	up	down
218791_s_at	C15orf29	0.01452572	down	down	up
231994_at	CHDH	0.01453624	up	up	down
237709_at		0.01454006	up	up	down
237745_at	LOC641467	0.01454454	down	up	up
243077_at	FLJ16734	0.01454454	up	up	down
211780_x_at	DCTN1	0.01454625	up	down	down
234299_s_at	NIN	0.01454625	down	down	up
1565637_at		0.01454625	up	up	up
223510_at	NRP2	0.01454702	down	up	up
228807_at		0.01454703	up	up	down
212621_at	TMEM194A	0.01454856	down	down	down
234976_x_at	SLC4A5	0.0145495	up	down	down
229693_at	TMEM220	0.0145495	down	up	up
1555573_at	C10orf93	0.0145495	down	up	up
217441_at	USP33	0.01456443	down	up	up
221701_s_at	STRA6	0.01456788	down	down	down
236084_at		0.01456793	up	up	down
221104_s_at	NIPSNAP3B	0.01457878	down	down	up
1554125_a_at	NLGN4Y	0.01458074	up	down	down
214959_s_at	API5	0.01458074	down	down	up
233128_at		0.01458118	up	down	down
215285_s_at	PHTF1	0.01460255	down	down	up
235158_at	TMEM209	0.01460255	down	down	up
242878_at		0.01460255	up	up	down
224591_at	HP1BP3	0.01460423	down	down	down
220206_at	ZMYM1	0.01461611	down	down	up
237453_at	ZNF529	0.01462345	up	down	down
227931_at	INO80D	0.01462469	up	up	down
230569_at	KIAA1430	0.01463094	down	up	up
243929_at		0.01463219	up	down	down
242880_at	NALCN	0.01463219	up	up	down
238854_at		0.01463219	down	up	up
215599_at	LOC653188	0.01463219	down	up	up
232300_at	LOC100128309	0.01463412	down	down	up
224265_s_at	ZAN	0.01463729	up	down	down
243196_s_at	TRAFD1	0.01463977	down	down	down
207844_at	IL13	0.01463977	up	up	down
223792_at	ZNF2	0.01464432	down	down	up
1565910_at	FSTL4	0.01465388	up	up	down
1564129_a_at		0.01465388	up	up	down
203874_s_at	SMARCA1	0.01465878	down	down	up
1569208_a_at		0.01466636	down	down	up
233396_s_at	CSRP2BP	0.01466815	up	down	down
AFFX-HUMISGF3A/M97935_3_at	STAT1	0.01468018	down	down	up
234214_at		0.01468076	up	up	down
241709_s_at	DOCK1	0.01468203	up	down	down
219119_at	LSM8	0.01468203	down	down	up
217033_x_at	NTRK3	0.01468405	up	up	down
201860_s_at	PLAT	0.01468496	down	down	up
219809_at	WDR55	0.01469226	down	down	up
240710_at		0.01469337	up	up	down
1566956_at	OR7E104P	0.01470258	up	down	down
237435_at		0.01470258	down	up	up
208518_s_at	PER2	0.01470258	up	up	up
215294_s_at	SMARCA1	0.01470809	down	down	up
209558_s_at	HIP1R	0.01470809	up	up	down
205236_x_at	SOD3	0.01470809	down	up	up
203421_at	TP53I11	0.01471048	up	down	down
232825_s_at	DSEL	0.0147116	down	down	down
235651_at		0.0147116	down	up	up
1560997_at		0.01471371	up	up	down
210716_s_at	CLIP1	0.01471377	down	down	up
243188_at	ZNF283	0.01471533	down	down	up
234982_at	UBR3	0.01471533	down	down	down
233901_at		0.01471533	up	up	down
209960_at	HGF	0.01472336	down	down	down
201023_at	TAF7	0.01472978	down	up	up
243543_at		0.0147304	up	up	down
208178_x_at	TRIO	0.0147304	up	up	down
205569_at	LAMP3	0.01473401	down	down	down
214700_x_at	RIF1	0.01474066	down	down	up
243025_at		0.01474623	up	down	down
217525_at	OLFML1	0.01474713	up	up	up
229688_at		0.01475109	up	down	down
229174_at	C3orf38	0.01475332	down	down	up
202516_s_at	DLG1	0.01475332	down	down	up
214273_x_at	C16orf35	0.01475332	up	up	down
234197_at	ACSM1	0.01476278	up	up	down
222544_s_at	WHSC1L1	0.01476395	up	down	down
224712_x_at	C19orf42	0.01476548	up	down	down
232136_s_at	CTTNBP2	0.01476548	down	down	up
241421_at		0.01476663	down	up	up
211711_s_at	PTEN	0.0147733	down	up	up
59433_at	LOC286434 /// LOC389906 /// LOC729162	0.01477396	down	down	down
1552279_a_at	SLC46A1	0.01477666	down	down	down
216028_at		0.01477963	up	up	down
234407_s_at	TRPC7	0.01478334	down	up	up
229095_s_at	LIMS3-LOC440895 /// LOC440895	0.01478677	down	down	up
236574_at	LOC284373	0.01479485	down	up	up
227445_at	ZNF689	0.01479702	down	down	down
1562290_at		0.01482345	up	down	down
236575_at		0.01482502	down	up	up
210189_at	HSPA1L	0.01483453	down	up	up
214588_s_at	MFAP3	0.01484775	down	up	up
210149_s_at	ATP5H	0.01484935	down	up	up
1552523_a_at	TIGD4	0.01484935	down	up	up
224729_s_at	ATPAF1	0.01485403	down	up	up
204470_at	CXCL1	0.01485403	up	up	up
231330_at		0.01485483	up	down	down
202395_at	NSF	0.01485528	down	down	down
239223_s_at	FBXL20	0.01485534	down	down	down
220402_at	TP53AIP1	0.01485909	down	up	up
220715_at	LOC100128612	0.01485921	up	up	down
225226_at	FAM40A	0.01486487	up	down	down
237908_at		0.01486517	down	up	up
241584_at		0.01487397	up	down	down
1566218_at	KRTAP5-10 /// KRTAP5-11 /// KRTAP5-2	0.01487735	up	down	down
233786_at		0.01487735	down	up	up
213145_at	FBXL14	0.01488409	down	down	down
1559849_at	ZNF605	0.01490974	up	up	down
1566775_at	DNAH1	0.01491155	up	down	down
223040_at	NAT5	0.01492005	down	down	up
203386_at	TBC1D4	0.01492005	down	up	up
219245_s_at	OGFOD2	0.01492058	up	up	up
208483_x_at	KRT33A	0.01492192	up	down	down
214340_at	ALOX12P2	0.01492261	up	down	down
1552585_s_at	GTF2A1L /// STON1	0.01492261	down	up	up
212313_at	CHMP7	0.01492485	up	down	down
225686_at	FAM33A	0.01493064	down	up	up
222626_at	RBM26	0.01493069	down	down	up
213034_at	KIAA0999	0.01493644	down	down	down
217163_at	ESR1	0.01494692	up	up	down
200069_at	SART3	0.01494895	down	down	down
207315_at	CD226	0.01495128	down	up	up
207671_s_at	BEST1	0.01496001	up	down	down
227140_at		0.01496001	down	down	up
223711_s_at	THYN1	0.01496594	down	down	up
228765_at	GTF2IRD2	0.01496687	up	up	up
211678_s_at	RNF114	0.01497543	down	down	down
204249_s_at	LMO2	0.01497543	down	down	up
1558027_s_at	PRKAB2	0.01497543	down	down	down
240684_at		0.01497543	up	up	down
222659_at	IPO11	0.01497543	down	up	up
244070_at	SYNE1	0.01497717	up	up	up
208154_at		0.01497748	down	down	down
211447_s_at	PDE4A	0.01497975	up	up	down
207185_at	SLC10A1	0.01498036	up	down	down
236330_at		0.01498773	up	down	down
203792_x_at	PCGF2	0.01499869	up	up	up
219539_at	GEMIN6	0.01500318	down	up	up
209438_at	PHKA2	0.01500334	up	up	up
1564699_at		0.01500436	down	down	down
222161_at	NAALAD2	0.01500436	down	up	up
239965_at	LOC151878	0.01500977	down	up	up
212761_at	TCF7L2	0.01501738	down	up	up
1557452_at		0.01502958	up	up	down
1555925_at		0.01503026	up	up	up
203806_s_at	FANCA	0.01503217	up	down	down
1556749_at		0.01504224	down	down	down
217897_at	FXYD6	0.01504479	up	down	down
1562103_at	JAK1	0.01504479	down	down	up
226258_at	AMN1	0.01505533	down	down	down
213657_s_at		0.01505533	up	up	up
211744_s_at	CD58	0.01506059	down	up	up
225312_at	COMMD6	0.01506233	down	up	up
204627_s_at	ITGB3	0.01506587	up	up	up
232192_at	LOC153811	0.01506692	up	down	down
203894_at	TUBG2	0.01506692	down	down	down
241650_x_at	HMCN2	0.01506692	up	up	down
1569940_at	SLC6A16	0.01506692	down	up	up
1561597_x_at		0.01506692	up	up	up
1559856_s_at	MLL	0.01506817	down	down	up
204255_s_at	VDR	0.0150707	up	up	down
210120_s_at	RANBP3	0.01507366	down	down	down
1564746_at	NHEDC2	0.01507506	down	down	down
214869_x_at	GAPVD1	0.01507657	down	up	up
206698_at	XK	0.01507657	down	up	up
228170_at	OLIG1	0.01507657	up	up	down
238778_at	MPP7	0.01507806	down	up	up
210300_at	REM1	0.01509001	up	down	down
227117_at		0.01509339	up	down	down
206614_at	GDF5	0.01509339	up	down	down
227655_at	SNORD123	0.01509339	down	down	up
1555140_a_at	BCL2L2	0.01509413	down	down	down
225649_s_at	STK35	0.01509413	down	up	up
213452_at	ZNF184	0.01509444	down	up	up
211647_x_at	IGHA1 /// IGHG1 /// LOC100133862	0.01509444	up	up	down
203675_at	NUCB2	0.01509444	up	up	up
206565_x_at	SMA4	0.01509444	up	up	up
1564789_at		0.01510396	up	up	down
229018_at	C12orf26	0.01510948	down	down	up
215493_x_at	BTN2A1	0.01511645	down	down	up
219514_at	ANGPTL2	0.01511645	up	up	down
205440_s_at	NPY1R	0.01511645	up	up	up
1557403_s_at		0.01512191	down	down	down
218525_s_at	HIF1AN	0.01512207	up	down	down
210145_at	PLA2G4A	0.01512207	down	up	up
1564851_at		0.01512207	down	up	up
210730_s_at	NPY2R	0.01512207	up	up	up
238037_at	LMLN	0.01512465	down	up	up
242334_at	NLRP4	0.01513063	up	down	down
212482_at	RMND5A	0.01513063	down	down	down
1555330_at	GCLC	0.01513063	down	up	up
1564224_x_at	UNQ2963	0.0151427	up	up	down
206040_s_at	MAPK11	0.01514999	up	down	down
204741_at	BICD1	0.01516518	up	down	down
209520_s_at	NCBP1	0.01516518	down	up	up
204715_at	PANX1	0.01516869	down	down	up
239341_at		0.01517795	up	down	down
239647_at	CHST13	0.01517795	up	up	up
242569_at	STAM2	0.01517978	down	down	up
235295_at		0.0151855	down	down	down
224271_x_at	FKSG43 /// FRMD8	0.0151871	up	down	down
221186_at	LOC100131532	0.01519091	up	down	down
1553318_at	RIBC1	0.01519091	down	up	up
204937_s_at	ZNF274	0.01519091	up	up	up
234918_at	GLTSCR2	0.0152071	up	up	down
204191_at	IFNAR1	0.0152155	down	down	up
235047_x_at	NACC1	0.0152155	up	up	down
218955_at	BRF2	0.01521704	down	down	down
1564841_at		0.01522786	up	down	down
221629_x_at	C8orf30A	0.0152328	up	down	down
1569022_a_at	PIK3C2A	0.0152328	down	up	up
217191_x_at		0.01524278	down	down	up
203382_s_at	APOE	0.01524278	up	down	down
225766_s_at	TNPO1	0.01524641	down	down	up
201904_s_at	CTDSPL	0.01525612	up	up	up
1557186_s_at	TPCN1	0.01526753	up	up	down
201342_at	SNRPC	0.01527214	down	down	up
222650_s_at	SLC2A4RG	0.01527214	up	down	down
230399_at		0.01527214	down	down	up
210968_s_at	RTN4	0.01527214	down	down	up
205462_s_at	HPCAL1	0.01527214	up	down	down
203662_s_at	TMOD1	0.01527214	down	up	up
209326_at	SLC35A2	0.01527375	down	down	up
210677_at	SOAT2	0.01527375	up	up	down
1562619_at	TXNDC6	0.01528087	down	up	up
221149_at	GPR77	0.01528511	up	down	down
243135_x_at		0.01528511	up	up	down
215977_x_at	GK	0.01529523	down	up	up
201756_at	RPA2	0.01529595	down	down	up
202010_s_at	ZNF410	0.01529837	down	down	down
231541_s_at		0.01529837	up	up	down
223737_x_at	CHST9	0.01530325	down	up	up
221925_s_at	CSPP1	0.01530434	down	up	up
200802_at	SARS	0.01530647	down	down	down
221246_x_at	TNS1	0.01531622	up	down	down
223765_s_at	KBTBD4	0.01532117	down	down	up
220124_at	GAN	0.01532149	up	up	up
235805_at		0.01532887	up	down	down
236296_x_at	C8orf58	0.01532887	up	up	down
233384_at		0.01533942	up	up	down
237573_at		0.01534276	down	up	up
230022_at	CLEC18A	0.01534276	down	up	up
201215_at	PLS3	0.01534466	down	down	up
1560973_a_at		0.01534466	up	up	up
1568696_at	ARMETL1	0.01534468	down	up	up
203192_at	ABCB6	0.01535767	up	up	up
219496_at	ANKRD57	0.01536291	down	down	down
210307_s_at	KLHL25	0.01537376	up	down	down
226544_x_at	MUTED	0.01537376	down	down	up
1554790_at	ZSCAN20	0.01537376	down	down	down
219854_at	ZNF14	0.01537376	down	down	down
212709_at	NUP160	0.01537376	down	down	up
202027_at	TMEM184B	0.01537616	down	down	down
223083_s_at	EGLN2	0.01537616	up	up	down
242892_at		0.0153831	down	up	up
221335_x_at	C19orf61	0.01540669	up	down	down
1553488_at	TEKT5	0.01540726	up	down	down
225297_at	HAUS1	0.0154116	down	down	up
225246_at	STIM2	0.0154116	down	down	up
204703_at	IFT88	0.01541239	down	up	up
239669_at		0.01541632	down	up	up
216807_at	KIAA1751	0.01541632	down	up	up
213167_s_at	SLC5A3	0.0154367	down	up	up
219276_x_at	C9orf82	0.01543839	down	up	up
227322_s_at	BCCIP	0.01544417	down	down	up
218101_s_at	NDUFC2	0.01546284	down	down	up
238951_at		0.0154776	down	up	up
214629_x_at	RTN4	0.0154847	down	down	up
1555015_a_at	ZNF398	0.01548792	down	down	up
228466_at		0.01550123	down	down	up
226620_x_at	DAZAP1	0.01550123	up	down	down
229782_at	RMST	0.01550123	down	up	up
208352_x_at	ANK1	0.01550278	up	down	down
205140_at	FPGT	0.01551406	down	down	up
232319_at		0.01551406	down	down	down
239457_at	ATP8B3	0.01551406	up	up	down
236098_at	hCG_1643808	0.01551406	up	up	up
220679_s_at	CDH7	0.01551608	up	down	down
225109_at	OGFOD1	0.01551608	down	up	up
216142_at		0.01551608	up	up	down
204124_at	SLC34A2	0.01551608	up	up	up
218461_at	GPN3	0.01552569	down	down	up
1569262_x_at	UBE2CBP	0.01552569	down	up	up
1563511_at	DKFZp451B082	0.01552616	down	down	down
217276_x_at	SERHL2	0.01552717	down	up	up
218263_s_at	ZBED5	0.01552734	down	down	up
219764_at	FZD10	0.01553485	down	down	up
205343_at	SULT1C2	0.01553485	down	up	up
223233_s_at	CGN	0.01553522	down	down	down
217253_at	SH3BP2	0.01554363	down	down	down
221179_at		0.01555057	up	up	down
1556711_at	C13orf30	0.01555201	down	up	up
216558_x_at	IGHA1 /// IGHD /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM /// IGHV4-31 /// LOC652494	0.01555751	up	up	down
219273_at	CCNK	0.01555751	up	up	down
204298_s_at	LOX	0.01555791	up	up	up
236115_at	HTR7P	0.01556359	down	down	up
1560912_at	LOC389043	0.01557497	up	down	down
1559244_at	FMN2	0.01558647	up	up	up
209063_x_at	PAIP1	0.01559048	down	down	up
202404_s_at	COL1A2	0.01559426	down	down	up
205047_s_at	ASNS	0.01559772	up	down	down
1560657_at	TIE1	0.01559772	up	up	down
77508_r_at	LOC100133585 /// RABEP2	0.01560297	up	down	down
1565436_s_at	MLL	0.01560297	up	down	down
228302_x_at	CAMK2N1	0.01561114	down	down	down
243214_at	ZBTB46	0.01561114	up	up	down
235600_at		0.01561466	up	down	down
1555953_at	SLC19A1	0.01562437	up	down	down
1561963_at		0.01562632	down	down	down
1557649_at	GALE	0.01562959	up	down	down
1556763_at		0.01562959	up	up	down
236402_at		0.01563138	down	down	up
228517_at	C1orf149	0.01563138	down	down	down
240780_at		0.01563138	up	up	down
206249_at	MAP3K13	0.01563462	up	down	down
220672_at	PPP4R4	0.01563529	up	up	up
203746_s_at	HCCS	0.01564593	down	down	up
211982_x_at	XPO6	0.01564593	up	down	down
239847_at		0.01564593	down	down	up
226854_at		0.01564593	down	down	down
203237_s_at	NOTCH3	0.01564593	up	up	down
216270_at	ILVBL	0.01564593	up	up	down
222345_at		0.01564593	up	up	down
233475_at		0.01564593	down	up	up
1553978_at	LOC100133072 /// LOC729991	0.01564593	down	up	up
1558189_a_at	LOC284570	0.01564593	up	up	down
1552889_a_at	EXOC3L2	0.01564701	up	down	down
231841_s_at	KIAA1462	0.01564731	down	down	down
206794_at	ERBB4	0.0156534	down	up	up
229507_at	C3orf54	0.01565634	up	down	down
213131_at	OLFM1	0.01565795	up	down	down
203152_at	MRPL40	0.01565795	down	up	up
203003_at	MEF2D	0.01566191	up	down	down
200746_s_at	GNB1	0.01566191	up	down	down
203124_s_at	SLC11A2	0.01566191	up	down	down
220953_s_at	MTMR12	0.01566191	down	up	up
222160_at	AKAP8L	0.01566191	up	up	down
225424_at	GPAM	0.01566281	down	down	up
207157_s_at	GNG5	0.01566873	down	up	up
211855_s_at	SLC25A14	0.01567295	down	up	up
204087_s_at	SLC5A6	0.01567458	up	down	down
1562488_at	FAM38B2	0.0156765	down	up	up
216957_at	USP22	0.01568392	up	down	down
211594_s_at	MRPL9	0.01568446	down	down	up
232122_s_at	VEPH1	0.01568606	down	down	up
236945_at	C9orf93	0.01569268	down	down	up
201671_x_at	USP14	0.01569268	down	down	down
218919_at	ZFAND1	0.01569268	down	down	up
209389_x_at	DBI	0.01569268	up	up	down
213825_at	OLIG2	0.01569268	up	up	down
1565595_at		0.01569268	down	up	up
232301_at	UBE3B	0.01569537	up	down	down
219261_at	C7orf26	0.01569537	down	down	down
227162_at	ZBTB26	0.01569537	down	up	up
220770_s_at	C5orf54	0.01569673	down	down	up
217875_s_at	PMEPA1	0.0156975	up	down	down
214962_s_at	NUP160	0.0156975	down	down	up
215250_at	TMEM111	0.0156975	up	up	up
1568846_at		0.01570126	up	down	down
225690_at	CRKRS	0.01570407	down	down	up
201657_at	ARL1	0.01570747	down	up	up
223910_at	ERN2	0.01570996	up	up	down
228392_at	ZNF302	0.01571493	down	down	down
210607_at	FLT3LG	0.01571694	up	down	down
204739_at	CENPC1	0.01572645	down	down	up
1563032_at		0.01572965	up	up	down
1557181_s_at	C11orf87	0.01572965	down	up	up
201162_at	IGFBP7	0.01573111	down	down	up
1555666_at	PTPRS	0.01573114	up	down	down
1552797_s_at	PROM2	0.01576908	up	down	down
238378_at		0.01576908	down	down	down
229963_at	BEX5	0.01576908	up	down	down
203308_x_at	HPS1	0.0157769	up	down	down
235304_at		0.0157825	down	down	up
228418_at	EXOC5	0.01580533	down	up	up
33768_at	DMWD	0.01580743	up	down	down
226837_at	SPRED1	0.01581042	down	down	down
1568612_at	GABRG2	0.015826	up	down	down
216587_s_at	FZD8	0.01583397	up	down	down
1552676_at	UCN3	0.01583638	up	down	down
1569696_at	LOC402779	0.01583638	up	up	down
207098_s_at	MFN1	0.01584798	down	down	up
207604_s_at	SLC4A7	0.01585703	up	down	down
225579_at	PQLC3	0.01585703	down	down	down
203129_s_at	KIF5C	0.01586825	up	down	down
226608_at	C16orf87	0.01586825	down	up	up
243057_at		0.01586882	up	up	down
222339_x_at		0.01587168	up	up	down
206786_at	HTN3	0.01587184	down	up	up
241270_at		0.01587255	up	up	down
1553403_at	RLN3	0.01587423	up	up	down
200620_at	TMEM59	0.01587842	down	down	up
1559812_at		0.01588936	up	down	down
232239_at	hCG_2024094	0.01588936	down	down	down
210918_at		0.01589359	up	down	down
213269_at	ZNF248	0.01589359	down	down	down
203933_at	RAB11FIP3	0.01589359	up	down	down
220766_at	BTG4	0.01589359	down	up	up
228978_at	LOC645722	0.015907	down	down	down
228519_x_at	CIRBP	0.01591203	up	down	down
202983_at	HLTF	0.01591503	down	down	up
215362_at		0.01591503	up	down	down
207791_s_at	RAB1A	0.01591652	down	down	up
227658_s_at	PLEKHA3	0.0159236	down	down	up
202615_at	GNAQ	0.01592413	down	down	up
213144_at	GOSR2	0.01592505	down	down	up
205979_at	SCGB2A1	0.01592733	up	up	up
225494_at	DYNLL2	0.01592805	up	down	down
209932_s_at	DUT	0.01592826	up	up	down
1561614_at	SLC8A1	0.01592867	up	up	down
209697_at		0.01594855	up	down	down
1563608_a_at	KCNT1	0.01594855	up	down	down
1555216_a_at	LOC645722	0.01594855	down	down	down
243617_at	ZNF827	0.01594855	up	up	down
234984_at	NEDD1	0.01595072	down	up	up
37549_g_at	BBS9	0.01595072	down	up	up
215596_s_at	RNF160	0.0159553	down	down	down
1559419_at	CACNB2	0.0159682	up	down	down
226603_at	SAMD9L	0.0159682	down	up	up
224156_x_at	IL17RB	0.01598279	up	down	down
207141_s_at	KCNJ3	0.01598279	up	up	down
216993_s_at	COL11A2	0.01598503	up	down	down
227718_at	PURB	0.01598503	down	up	up
235484_at	PTAR1	0.01598871	down	up	up
231864_at	ZNF33A	0.0159989	down	down	up
241960_at	CSMD1	0.0159989	up	up	down
233550_s_at	SLC4A11	0.01600035	down	down	down
1554391_at	TBK1	0.01600317	up	up	down
223633_s_at	BCAN	0.01600618	up	down	down
240023_at		0.01601148	up	down	down
217222_at	LOC642131	0.01601148	up	up	down
232722_at	RNASET2	0.01602727	up	down	down
221681_s_at	DSPP	0.01603519	up	up	down
213785_at	IPO9	0.01604503	down	up	up
215126_at		0.01604751	down	down	up
1561419_at		0.01605042	up	up	down
1565680_at	DIP2C	0.01605053	up	down	down
204965_at	GC	0.01605128	up	up	down
203307_at	GNL1	0.01605185	up	down	down
220599_s_at	CARD14	0.01606029	up	up	down
228664_at		0.01606416	up	up	up
1555281_x_at	ARMC8	0.01606831	down	down	up
205774_at	F12	0.01606831	up	down	down
209156_s_at	COL6A2	0.01606831	up	up	down
1555191_a_at	FHL5	0.01607891	up	up	down
218059_at	ZNF706	0.01608647	down	down	up
243521_at		0.01608647	down	down	up
240034_at		0.01608647	down	up	up
238356_at	DOCK11	0.01608647	up	up	down
203328_x_at	IDE	0.0160871	down	down	up
203313_s_at	TGIF1	0.0160871	down	up	up
201525_at	APOD	0.01609544	up	down	down
211424_x_at	METTL7A	0.01609544	up	up	down
239250_at	ZNF542	0.01609544	down	up	up
240003_at		0.01609936	up	up	down
232119_at	SYNPO2	0.01609936	down	up	up
215990_s_at	BCL6	0.01610214	up	up	down
204041_at	MAOB	0.0161081	up	up	up
201297_s_at	MOBKL1B	0.016111	down	down	up
216429_at		0.01611163	up	up	down
229760_at	VEPH1	0.01611956	down	up	up
207696_at	FUT9	0.01612108	down	up	up
204493_at	BID	0.01612787	up	up	down
